taskSetId	size	caseIndex	machines	setupType	scaleLevel	nominalScale	windowLevel	windowMinimum	windowMaximum	windowFingerprint	instance	sourceFile	averageProcessing
n020-set01	20	1	2	random	medium	10	narrow	800	1200	429b510941a1ad8f8c00c282932742608cb970f022d85a7517da487647c6f706	data/n020-set01/random/medium-heterogeneous/narrow/m2.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	3	random	medium	10	narrow	800	1200	429b510941a1ad8f8c00c282932742608cb970f022d85a7517da487647c6f706	data/n020-set01/random/medium-heterogeneous/narrow/m3.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	4	random	medium	10	narrow	800	1200	429b510941a1ad8f8c00c282932742608cb970f022d85a7517da487647c6f706	data/n020-set01/random/medium-heterogeneous/narrow/m4.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	2	random	medium	10	wide	2800	3200	5d2fce3a479e5064e9b3c33b6d3baa91e347e93030dd0ef2d08ae09b39edaa25	data/n020-set01/random/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	3	random	medium	10	wide	2800	3200	5d2fce3a479e5064e9b3c33b6d3baa91e347e93030dd0ef2d08ae09b39edaa25	data/n020-set01/random/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	4	random	medium	10	wide	2800	3200	5d2fce3a479e5064e9b3c33b6d3baa91e347e93030dd0ef2d08ae09b39edaa25	data/n020-set01/random/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	2	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/random/high-heterogeneous/zero/m2.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	3	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/random/high-heterogeneous/zero/m3.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	4	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/random/high-heterogeneous/zero/m4.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	2	random	high	20	narrow	1600	2400	71b16e0a28b506e05499bb82f4581e6487336a5a2ae5e0333aceebb451d8c9e0	data/n020-set01/random/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	3	random	high	20	narrow	1600	2400	71b16e0a28b506e05499bb82f4581e6487336a5a2ae5e0333aceebb451d8c9e0	data/n020-set01/random/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	4	random	high	20	narrow	1600	2400	71b16e0a28b506e05499bb82f4581e6487336a5a2ae5e0333aceebb451d8c9e0	data/n020-set01/random/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	2	random	high	20	wide	5600	6400	38c009d9f7e67ec2deba5b9149919591f379c3556f1944a4ae44a8725f16bb67	data/n020-set01/random/high-heterogeneous/wide/m2.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	3	random	high	20	wide	5600	6400	38c009d9f7e67ec2deba5b9149919591f379c3556f1944a4ae44a8725f16bb67	data/n020-set01/random/high-heterogeneous/wide/m3.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	4	random	high	20	wide	5600	6400	38c009d9f7e67ec2deba5b9149919591f379c3556f1944a4ae44a8725f16bb67	data/n020-set01/random/high-heterogeneous/wide/m4.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	2	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/base/zero/m2.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	3	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/base/zero/m3.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	4	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/base/zero/m4.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	2	family	base	1	narrow	80	120	e84255f61091bf91026ecdc52ebe3804fb334920323093b335e9f92324e6efd2	data/n020-set01/family/base/narrow/m2.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	3	family	base	1	narrow	80	120	e84255f61091bf91026ecdc52ebe3804fb334920323093b335e9f92324e6efd2	data/n020-set01/family/base/narrow/m3.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	4	family	base	1	narrow	80	120	e84255f61091bf91026ecdc52ebe3804fb334920323093b335e9f92324e6efd2	data/n020-set01/family/base/narrow/m4.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	2	family	base	1	wide	280	320	064998dea42cc56192e13eecfcbf8621279dca616962116b5606579d0ee95ce6	data/n020-set01/family/base/wide/m2.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	3	family	base	1	wide	280	320	064998dea42cc56192e13eecfcbf8621279dca616962116b5606579d0ee95ce6	data/n020-set01/family/base/wide/m3.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	4	family	base	1	wide	280	320	064998dea42cc56192e13eecfcbf8621279dca616962116b5606579d0ee95ce6	data/n020-set01/family/base/wide/m4.dat	data/40-1/wet040_024.dat	51.800000000
n020-set01	20	1	2	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/medium-heterogeneous/zero/m2.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	3	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/medium-heterogeneous/zero/m3.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	4	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/medium-heterogeneous/zero/m4.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	2	family	medium	10	narrow	800	1200	429b510941a1ad8f8c00c282932742608cb970f022d85a7517da487647c6f706	data/n020-set01/family/medium-heterogeneous/narrow/m2.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	3	family	medium	10	narrow	800	1200	429b510941a1ad8f8c00c282932742608cb970f022d85a7517da487647c6f706	data/n020-set01/family/medium-heterogeneous/narrow/m3.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	4	family	medium	10	narrow	800	1200	429b510941a1ad8f8c00c282932742608cb970f022d85a7517da487647c6f706	data/n020-set01/family/medium-heterogeneous/narrow/m4.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	2	family	medium	10	wide	2800	3200	5d2fce3a479e5064e9b3c33b6d3baa91e347e93030dd0ef2d08ae09b39edaa25	data/n020-set01/family/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	3	family	medium	10	wide	2800	3200	5d2fce3a479e5064e9b3c33b6d3baa91e347e93030dd0ef2d08ae09b39edaa25	data/n020-set01/family/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	4	family	medium	10	wide	2800	3200	5d2fce3a479e5064e9b3c33b6d3baa91e347e93030dd0ef2d08ae09b39edaa25	data/n020-set01/family/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_024.dat	444.500000000
n020-set01	20	1	2	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/high-heterogeneous/zero/m2.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	3	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/high-heterogeneous/zero/m3.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	4	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set01/family/high-heterogeneous/zero/m4.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	2	family	high	20	narrow	1600	2400	71b16e0a28b506e05499bb82f4581e6487336a5a2ae5e0333aceebb451d8c9e0	data/n020-set01/family/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	3	family	high	20	narrow	1600	2400	71b16e0a28b506e05499bb82f4581e6487336a5a2ae5e0333aceebb451d8c9e0	data/n020-set01/family/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	4	family	high	20	narrow	1600	2400	71b16e0a28b506e05499bb82f4581e6487336a5a2ae5e0333aceebb451d8c9e0	data/n020-set01/family/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	2	family	high	20	wide	5600	6400	38c009d9f7e67ec2deba5b9149919591f379c3556f1944a4ae44a8725f16bb67	data/n020-set01/family/high-heterogeneous/wide/m2.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	3	family	high	20	wide	5600	6400	38c009d9f7e67ec2deba5b9149919591f379c3556f1944a4ae44a8725f16bb67	data/n020-set01/family/high-heterogeneous/wide/m3.dat	data/40-1/wet040_024.dat	936.300000000
n020-set01	20	1	4	family	high	20	wide	5600	6400	38c009d9f7e67ec2deba5b9149919591f379c3556f1944a4ae44a8725f16bb67	data/n020-set01/family/high-heterogeneous/wide/m4.dat	data/40-1/wet040_024.dat	936.300000000
n020-set02	20	2	2	random	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/base/zero/m2.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	3	random	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/base/zero/m3.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	4	random	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/base/zero/m4.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	2	random	base	1	narrow	80	120	bb4a1cea5d88eacb17eecf0ffa4d0c47554416df683b1e48ccb69e8bdff7b03c	data/n020-set02/random/base/narrow/m2.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	3	random	base	1	narrow	80	120	bb4a1cea5d88eacb17eecf0ffa4d0c47554416df683b1e48ccb69e8bdff7b03c	data/n020-set02/random/base/narrow/m3.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	4	random	base	1	narrow	80	120	bb4a1cea5d88eacb17eecf0ffa4d0c47554416df683b1e48ccb69e8bdff7b03c	data/n020-set02/random/base/narrow/m4.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	2	random	base	1	wide	280	320	54abc74b4b63354ce52d648e4990776989c674d9b6af0851d7f64c19b015f781	data/n020-set02/random/base/wide/m2.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	3	random	base	1	wide	280	320	54abc74b4b63354ce52d648e4990776989c674d9b6af0851d7f64c19b015f781	data/n020-set02/random/base/wide/m3.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	4	random	base	1	wide	280	320	54abc74b4b63354ce52d648e4990776989c674d9b6af0851d7f64c19b015f781	data/n020-set02/random/base/wide/m4.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	2	random	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/medium-heterogeneous/zero/m2.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	3	random	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/medium-heterogeneous/zero/m3.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	4	random	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/medium-heterogeneous/zero/m4.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	2	random	medium	10	narrow	800	1200	573aecde470ad61e7301eab5198158766b5128b98651a06f2f1d33cf976a10e5	data/n020-set02/random/medium-heterogeneous/narrow/m2.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	3	random	medium	10	narrow	800	1200	573aecde470ad61e7301eab5198158766b5128b98651a06f2f1d33cf976a10e5	data/n020-set02/random/medium-heterogeneous/narrow/m3.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	4	random	medium	10	narrow	800	1200	573aecde470ad61e7301eab5198158766b5128b98651a06f2f1d33cf976a10e5	data/n020-set02/random/medium-heterogeneous/narrow/m4.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	2	random	medium	10	wide	2800	3200	6d7f25d9922b6e9fc08da21baab95a74e50b2ed51f58648dfbca1dc98479838b	data/n020-set02/random/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	3	random	medium	10	wide	2800	3200	6d7f25d9922b6e9fc08da21baab95a74e50b2ed51f58648dfbca1dc98479838b	data/n020-set02/random/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	4	random	medium	10	wide	2800	3200	6d7f25d9922b6e9fc08da21baab95a74e50b2ed51f58648dfbca1dc98479838b	data/n020-set02/random/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	2	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/high-heterogeneous/zero/m2.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	3	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/high-heterogeneous/zero/m3.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	4	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/random/high-heterogeneous/zero/m4.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	2	random	high	20	narrow	1600	2400	006984402278533ed3a93877f863dbd35311f18a45aa2929eb0a32af348b2e7b	data/n020-set02/random/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	3	random	high	20	narrow	1600	2400	006984402278533ed3a93877f863dbd35311f18a45aa2929eb0a32af348b2e7b	data/n020-set02/random/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	4	random	high	20	narrow	1600	2400	006984402278533ed3a93877f863dbd35311f18a45aa2929eb0a32af348b2e7b	data/n020-set02/random/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	2	random	high	20	wide	5600	6400	4e218e020384ae86131f718f2147abc972e7fbc063514a01a4ca34dad51ab302	data/n020-set02/random/high-heterogeneous/wide/m2.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	3	random	high	20	wide	5600	6400	4e218e020384ae86131f718f2147abc972e7fbc063514a01a4ca34dad51ab302	data/n020-set02/random/high-heterogeneous/wide/m3.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	4	random	high	20	wide	5600	6400	4e218e020384ae86131f718f2147abc972e7fbc063514a01a4ca34dad51ab302	data/n020-set02/random/high-heterogeneous/wide/m4.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	2	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/base/zero/m2.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	3	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/base/zero/m3.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	4	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/base/zero/m4.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	2	family	base	1	narrow	80	120	bb4a1cea5d88eacb17eecf0ffa4d0c47554416df683b1e48ccb69e8bdff7b03c	data/n020-set02/family/base/narrow/m2.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	3	family	base	1	narrow	80	120	bb4a1cea5d88eacb17eecf0ffa4d0c47554416df683b1e48ccb69e8bdff7b03c	data/n020-set02/family/base/narrow/m3.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	4	family	base	1	narrow	80	120	bb4a1cea5d88eacb17eecf0ffa4d0c47554416df683b1e48ccb69e8bdff7b03c	data/n020-set02/family/base/narrow/m4.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	2	family	base	1	wide	280	320	54abc74b4b63354ce52d648e4990776989c674d9b6af0851d7f64c19b015f781	data/n020-set02/family/base/wide/m2.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	3	family	base	1	wide	280	320	54abc74b4b63354ce52d648e4990776989c674d9b6af0851d7f64c19b015f781	data/n020-set02/family/base/wide/m3.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	4	family	base	1	wide	280	320	54abc74b4b63354ce52d648e4990776989c674d9b6af0851d7f64c19b015f781	data/n020-set02/family/base/wide/m4.dat	data/40-1/wet040_069.dat	55.750000000
n020-set02	20	2	2	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/medium-heterogeneous/zero/m2.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	3	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/medium-heterogeneous/zero/m3.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	4	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/medium-heterogeneous/zero/m4.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	2	family	medium	10	narrow	800	1200	573aecde470ad61e7301eab5198158766b5128b98651a06f2f1d33cf976a10e5	data/n020-set02/family/medium-heterogeneous/narrow/m2.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	3	family	medium	10	narrow	800	1200	573aecde470ad61e7301eab5198158766b5128b98651a06f2f1d33cf976a10e5	data/n020-set02/family/medium-heterogeneous/narrow/m3.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	4	family	medium	10	narrow	800	1200	573aecde470ad61e7301eab5198158766b5128b98651a06f2f1d33cf976a10e5	data/n020-set02/family/medium-heterogeneous/narrow/m4.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	2	family	medium	10	wide	2800	3200	6d7f25d9922b6e9fc08da21baab95a74e50b2ed51f58648dfbca1dc98479838b	data/n020-set02/family/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	3	family	medium	10	wide	2800	3200	6d7f25d9922b6e9fc08da21baab95a74e50b2ed51f58648dfbca1dc98479838b	data/n020-set02/family/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	4	family	medium	10	wide	2800	3200	6d7f25d9922b6e9fc08da21baab95a74e50b2ed51f58648dfbca1dc98479838b	data/n020-set02/family/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_069.dat	518.200000000
n020-set02	20	2	2	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/high-heterogeneous/zero/m2.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	3	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/high-heterogeneous/zero/m3.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	4	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set02/family/high-heterogeneous/zero/m4.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	2	family	high	20	narrow	1600	2400	006984402278533ed3a93877f863dbd35311f18a45aa2929eb0a32af348b2e7b	data/n020-set02/family/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	3	family	high	20	narrow	1600	2400	006984402278533ed3a93877f863dbd35311f18a45aa2929eb0a32af348b2e7b	data/n020-set02/family/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	4	family	high	20	narrow	1600	2400	006984402278533ed3a93877f863dbd35311f18a45aa2929eb0a32af348b2e7b	data/n020-set02/family/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	2	family	high	20	wide	5600	6400	4e218e020384ae86131f718f2147abc972e7fbc063514a01a4ca34dad51ab302	data/n020-set02/family/high-heterogeneous/wide/m2.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	3	family	high	20	wide	5600	6400	4e218e020384ae86131f718f2147abc972e7fbc063514a01a4ca34dad51ab302	data/n020-set02/family/high-heterogeneous/wide/m3.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set02	20	2	4	family	high	20	wide	5600	6400	4e218e020384ae86131f718f2147abc972e7fbc063514a01a4ca34dad51ab302	data/n020-set02/family/high-heterogeneous/wide/m4.dat	data/40-1/wet040_069.dat	1142.000000000
n020-set03	20	3	2	random	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set03/random/base/zero/m2.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	3	random	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set03/random/base/zero/m3.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	4	random	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set03/random/base/zero/m4.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	2	random	base	1	narrow	80	120	531235ea91fc5a58d0e0e122337387dcc28cc72dddb323406f419da5d198353c	data/n020-set03/random/base/narrow/m2.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	3	random	base	1	narrow	80	120	531235ea91fc5a58d0e0e122337387dcc28cc72dddb323406f419da5d198353c	data/n020-set03/random/base/narrow/m3.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	4	random	base	1	narrow	80	120	531235ea91fc5a58d0e0e122337387dcc28cc72dddb323406f419da5d198353c	data/n020-set03/random/base/narrow/m4.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	2	random	base	1	wide	280	320	2f3ecce6a9825e33ac27c35cb222a0ed13093ad200f9ba93a687b3000ede0a3e	data/n020-set03/random/base/wide/m2.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	3	random	base	1	wide	280	320	2f3ecce6a9825e33ac27c35cb222a0ed13093ad200f9ba93a687b3000ede0a3e	data/n020-set03/random/base/wide/m3.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	4	random	base	1	wide	280	320	2f3ecce6a9825e33ac27c35cb222a0ed13093ad200f9ba93a687b3000ede0a3e	data/n020-set03/random/base/wide/m4.dat	data/40-1/wet040_018.dat	50.050000000
n020-set03	20	3	2	random	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set03/random/medium-heterogeneous/zero/m2.dat	data/40-1/wet040_018.dat	476.500000000
