taskSetId	setupType	scaleLevel	windowLevel	nominalScale	machines	instance	targetMean	actualMean	meanError	cap	maximum	triangleViolations	floydChangedArcs	withinMean	betweenMean	bodySha256
n020-set01	family	base	zero	1	3	instances/data/n020-set01/family/base/zero/m3.dat	25.900000000	25.894736842	-0.005263158	51	40	0	0	7.070175439	33.962406015	5a5194646d9786ce0e05f7bcdbf2d445332ee99bf245601d3ea5efed218887a7
n020-set01	family	base	zero	1	4	instances/data/n020-set01/family/base/zero/m4.dat	25.900000000	25.894736842	-0.005263158	51	40	0	0	7.070175439	33.962406015	5a5194646d9786ce0e05f7bcdbf2d445332ee99bf245601d3ea5efed218887a7
n020-set01	family	base	narrow	1	2	instances/data/n020-set01/family/base/narrow/m2.dat	25.900000000	25.894736842	-0.005263158	51	40	0	0	7.070175439	33.962406015	02229c28bcbf03863f06b21a97d1ed262943abd86192c53e647717971297c3ab
n020-set01	family	base	narrow	1	3	instances/data/n020-set01/family/base/narrow/m3.dat	25.900000000	25.894736842	-0.005263158	51	40	0	0	7.070175439	33.962406015	02229c28bcbf03863f06b21a97d1ed262943abd86192c53e647717971297c3ab
n020-set01	family	base	narrow	1	4	instances/data/n020-set01/family/base/narrow/m4.dat	25.900000000	25.894736842	-0.005263158	51	40	0	0	7.070175439	33.962406015	02229c28bcbf03863f06b21a97d1ed262943abd86192c53e647717971297c3ab
n020-set01	family	base	wide	1	2	instances/data/n020-set01/family/base/wide/m2.dat	25.900000000	25.894736842	-0.005263158	51	40	0	0	7.070175439	33.962406015	bae594f380b009e26e19732fc8d4e19abe0ad10760a6dc6c585f1153495cc492
n020-set01	family	base	wide	1	3	instances/data/n020-set01/family/base/wide/m3.dat	25.900000000	25.894736842	-0.005263158	51	40	0	0	7.070175439	33.962406015	bae594f380b009e26e19732fc8d4e19abe0ad10760a6dc6c585f1153495cc492
n020-set01	family	base	wide	1	4	instances/data/n020-set01/family/base/wide/m4.dat	25.900000000	25.894736842	-0.005263158	51	40	0	0	7.070175439	33.962406015	bae594f380b009e26e19732fc8d4e19abe0ad10760a6dc6c585f1153495cc492
n020-set01	family	medium	zero	10	2	instances/data/n020-set01/family/medium-heterogeneous/zero/m2.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	926c5a3fd96292e8dc1f930fa2143bd02b577839249375def6ba906b20ef0f8a
n020-set01	family	medium	zero	10	3	instances/data/n020-set01/family/medium-heterogeneous/zero/m3.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	926c5a3fd96292e8dc1f930fa2143bd02b577839249375def6ba906b20ef0f8a
n020-set01	family	medium	zero	10	4	instances/data/n020-set01/family/medium-heterogeneous/zero/m4.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	926c5a3fd96292e8dc1f930fa2143bd02b577839249375def6ba906b20ef0f8a
n020-set01	family	medium	narrow	10	2	instances/data/n020-set01/family/medium-heterogeneous/narrow/m2.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	9669d90a0eeca825a48b4f4039509c736ea0e5d16487ff76fc0b7d14af93b9a9
n020-set01	family	medium	narrow	10	3	instances/data/n020-set01/family/medium-heterogeneous/narrow/m3.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	9669d90a0eeca825a48b4f4039509c736ea0e5d16487ff76fc0b7d14af93b9a9
n020-set01	family	medium	narrow	10	4	instances/data/n020-set01/family/medium-heterogeneous/narrow/m4.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	9669d90a0eeca825a48b4f4039509c736ea0e5d16487ff76fc0b7d14af93b9a9
n020-set01	family	medium	wide	10	2	instances/data/n020-set01/family/medium-heterogeneous/wide/m2.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	f70412effbc8f004f405c55e2ce91d2f4e31ec40efb353d5aa300f79dc11cb0e
n020-set01	family	medium	wide	10	3	instances/data/n020-set01/family/medium-heterogeneous/wide/m3.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	f70412effbc8f004f405c55e2ce91d2f4e31ec40efb353d5aa300f79dc11cb0e
n020-set01	family	medium	wide	10	4	instances/data/n020-set01/family/medium-heterogeneous/wide/m4.dat	222.250000000	222.728947368	0.478947368	444	344	0	0	61.192982456	291.958646617	f70412effbc8f004f405c55e2ce91d2f4e31ec40efb353d5aa300f79dc11cb0e
n020-set01	family	high	zero	20	2	instances/data/n020-set01/family/high-heterogeneous/zero/m2.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	39ff08bd30390b60f3631bb3fc7140a7f61975d6d03f7ecd6645ab3d89de8bd5
n020-set01	family	high	zero	20	3	instances/data/n020-set01/family/high-heterogeneous/zero/m3.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	39ff08bd30390b60f3631bb3fc7140a7f61975d6d03f7ecd6645ab3d89de8bd5
n020-set01	family	high	zero	20	4	instances/data/n020-set01/family/high-heterogeneous/zero/m4.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	39ff08bd30390b60f3631bb3fc7140a7f61975d6d03f7ecd6645ab3d89de8bd5
n020-set01	family	high	narrow	20	2	instances/data/n020-set01/family/high-heterogeneous/narrow/m2.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	030a7c72977f73b0bcb3b839bfd77aacf75b96cb7182e43a20fd4d5299765252
n020-set01	family	high	narrow	20	3	instances/data/n020-set01/family/high-heterogeneous/narrow/m3.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	030a7c72977f73b0bcb3b839bfd77aacf75b96cb7182e43a20fd4d5299765252
n020-set01	family	high	narrow	20	4	instances/data/n020-set01/family/high-heterogeneous/narrow/m4.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	030a7c72977f73b0bcb3b839bfd77aacf75b96cb7182e43a20fd4d5299765252
n020-set01	family	high	wide	20	2	instances/data/n020-set01/family/high-heterogeneous/wide/m2.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	8b48a4876398640c10dc8381a75fbf05ef99f4eab56f7c48d71c0d2fdf677ada
n020-set01	family	high	wide	20	3	instances/data/n020-set01/family/high-heterogeneous/wide/m3.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	8b48a4876398640c10dc8381a75fbf05ef99f4eab56f7c48d71c0d2fdf677ada
n020-set01	family	high	wide	20	4	instances/data/n020-set01/family/high-heterogeneous/wide/m4.dat	468.150000000	468.513157895	0.363157895	936	724	0	0	128.263157895	614.334586466	8b48a4876398640c10dc8381a75fbf05ef99f4eab56f7c48d71c0d2fdf677ada
n020-set02	random	base	zero	1	2	instances/data/n020-set02/random/base/zero/m2.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	62d8f29befbd68a17a2bbce2a2fc0c19d7b19b9f1bedc4c8527d3613f09183b4
n020-set02	random	base	zero	1	3	instances/data/n020-set02/random/base/zero/m3.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	62d8f29befbd68a17a2bbce2a2fc0c19d7b19b9f1bedc4c8527d3613f09183b4
n020-set02	random	base	zero	1	4	instances/data/n020-set02/random/base/zero/m4.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	62d8f29befbd68a17a2bbce2a2fc0c19d7b19b9f1bedc4c8527d3613f09183b4
n020-set02	random	base	narrow	1	2	instances/data/n020-set02/random/base/narrow/m2.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	58f710fb5cd8e92c85292318fd6434921c56571b335e3b64a8fee1102c080078
n020-set02	random	base	narrow	1	3	instances/data/n020-set02/random/base/narrow/m3.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	58f710fb5cd8e92c85292318fd6434921c56571b335e3b64a8fee1102c080078
n020-set02	random	base	narrow	1	4	instances/data/n020-set02/random/base/narrow/m4.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	58f710fb5cd8e92c85292318fd6434921c56571b335e3b64a8fee1102c080078
n020-set02	random	base	wide	1	2	instances/data/n020-set02/random/base/wide/m2.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	765739db04f1411273b7f65eadbdb8022b37a70a86a7410cc2326348873dd667
n020-set02	random	base	wide	1	3	instances/data/n020-set02/random/base/wide/m3.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	765739db04f1411273b7f65eadbdb8022b37a70a86a7410cc2326348873dd667
n020-set02	random	base	wide	1	4	instances/data/n020-set02/random/base/wide/m4.dat	27.875000000	27.873684211	-0.001315789	55	49	0	0	NaN	NaN	765739db04f1411273b7f65eadbdb8022b37a70a86a7410cc2326348873dd667
n020-set02	random	medium	zero	10	2	instances/data/n020-set02/random/medium-heterogeneous/zero/m2.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	3b680d1c916a8dd7aede92d559c9e6c98dbd6528d3b76d1e173eb6fa907619bb
n020-set02	random	medium	zero	10	3	instances/data/n020-set02/random/medium-heterogeneous/zero/m3.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	3b680d1c916a8dd7aede92d559c9e6c98dbd6528d3b76d1e173eb6fa907619bb
n020-set02	random	medium	zero	10	4	instances/data/n020-set02/random/medium-heterogeneous/zero/m4.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	3b680d1c916a8dd7aede92d559c9e6c98dbd6528d3b76d1e173eb6fa907619bb
n020-set02	random	medium	narrow	10	2	instances/data/n020-set02/random/medium-heterogeneous/narrow/m2.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	8ee5986eefb37b685f8ef5dda92657310401d3762c221f3411bb1bb96bd0d431
n020-set02	random	medium	narrow	10	3	instances/data/n020-set02/random/medium-heterogeneous/narrow/m3.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	8ee5986eefb37b685f8ef5dda92657310401d3762c221f3411bb1bb96bd0d431
n020-set02	random	medium	narrow	10	4	instances/data/n020-set02/random/medium-heterogeneous/narrow/m4.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	8ee5986eefb37b685f8ef5dda92657310401d3762c221f3411bb1bb96bd0d431
n020-set02	random	medium	wide	10	2	instances/data/n020-set02/random/medium-heterogeneous/wide/m2.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	e1c15088cae06a57548ef85552e452f518739f7a29ea6bfcd7cb7a88207d218d
n020-set02	random	medium	wide	10	3	instances/data/n020-set02/random/medium-heterogeneous/wide/m3.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	e1c15088cae06a57548ef85552e452f518739f7a29ea6bfcd7cb7a88207d218d
n020-set02	random	medium	wide	10	4	instances/data/n020-set02/random/medium-heterogeneous/wide/m4.dat	259.100000000	259.557894737	0.457894737	518	456	0	0	NaN	NaN	e1c15088cae06a57548ef85552e452f518739f7a29ea6bfcd7cb7a88207d218d
n020-set02	random	high	zero	20	2	instances/data/n020-set02/random/high-heterogeneous/zero/m2.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	5ff2c3cb3a3341a95dff61cbc0408b29a70223356e1430e5d386bf0cee5c7d1e
n020-set02	random	high	zero	20	3	instances/data/n020-set02/random/high-heterogeneous/zero/m3.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	5ff2c3cb3a3341a95dff61cbc0408b29a70223356e1430e5d386bf0cee5c7d1e
n020-set02	random	high	zero	20	4	instances/data/n020-set02/random/high-heterogeneous/zero/m4.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	5ff2c3cb3a3341a95dff61cbc0408b29a70223356e1430e5d386bf0cee5c7d1e
n020-set02	random	high	narrow	20	2	instances/data/n020-set02/random/high-heterogeneous/narrow/m2.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	a4faf781e9cb6f2d717a2450d5a60be61998646c109fb1c2f276c5b9fbc78b73
n020-set02	random	high	narrow	20	3	instances/data/n020-set02/random/high-heterogeneous/narrow/m3.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	a4faf781e9cb6f2d717a2450d5a60be61998646c109fb1c2f276c5b9fbc78b73
n020-set02	random	high	narrow	20	4	instances/data/n020-set02/random/high-heterogeneous/narrow/m4.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	a4faf781e9cb6f2d717a2450d5a60be61998646c109fb1c2f276c5b9fbc78b73
n020-set02	random	high	wide	20	2	instances/data/n020-set02/random/high-heterogeneous/wide/m2.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	5079ef616bdc79a07809be6d61b09b5abf4fbbdc80d22a185f8bf12e20644758
n020-set02	random	high	wide	20	3	instances/data/n020-set02/random/high-heterogeneous/wide/m3.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	5079ef616bdc79a07809be6d61b09b5abf4fbbdc80d22a185f8bf12e20644758
n020-set02	random	high	wide	20	4	instances/data/n020-set02/random/high-heterogeneous/wide/m4.dat	571.000000000	571.500000000	0.500000000	1142	1004	0	0	NaN	NaN	5079ef616bdc79a07809be6d61b09b5abf4fbbdc80d22a185f8bf12e20644758
n020-set02	family	base	zero	1	2	instances/data/n020-set02/family/base/zero/m2.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	4c5d49bb71033a367f61475dd7baf51702afc4c5efb7e11d89f2dfc858292f5b
n020-set02	family	base	zero	1	3	instances/data/n020-set02/family/base/zero/m3.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	4c5d49bb71033a367f61475dd7baf51702afc4c5efb7e11d89f2dfc858292f5b
n020-set02	family	base	zero	1	4	instances/data/n020-set02/family/base/zero/m4.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	4c5d49bb71033a367f61475dd7baf51702afc4c5efb7e11d89f2dfc858292f5b
n020-set02	family	base	narrow	1	2	instances/data/n020-set02/family/base/narrow/m2.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	c559a9acf68d754c6e212b551a5bab4dda7343edfb766ded6a822ea03859e5da
n020-set02	family	base	narrow	1	3	instances/data/n020-set02/family/base/narrow/m3.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	c559a9acf68d754c6e212b551a5bab4dda7343edfb766ded6a822ea03859e5da
n020-set02	family	base	narrow	1	4	instances/data/n020-set02/family/base/narrow/m4.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	c559a9acf68d754c6e212b551a5bab4dda7343edfb766ded6a822ea03859e5da
n020-set02	family	base	wide	1	2	instances/data/n020-set02/family/base/wide/m2.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	c4b5c426cd8824780c18f7ba889cea625b7e418ce90a18930cbdca5f94b44363
n020-set02	family	base	wide	1	3	instances/data/n020-set02/family/base/wide/m3.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	c4b5c426cd8824780c18f7ba889cea625b7e418ce90a18930cbdca5f94b44363
n020-set02	family	base	wide	1	4	instances/data/n020-set02/family/base/wide/m4.dat	27.875000000	27.884210526	0.009210526	55	42	0	0	7.210526316	36.744360902	c4b5c426cd8824780c18f7ba889cea625b7e418ce90a18930cbdca5f94b44363
n020-set02	family	medium	zero	10	2	instances/data/n020-set02/family/medium-heterogeneous/zero/m2.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	af5deb10564e969e958b57cf872b18cf331bfcc4f26b106e120a77528077c74e
n020-set02	family	medium	zero	10	3	instances/data/n020-set02/family/medium-heterogeneous/zero/m3.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	af5deb10564e969e958b57cf872b18cf331bfcc4f26b106e120a77528077c74e
n020-set02	family	medium	zero	10	4	instances/data/n020-set02/family/medium-heterogeneous/zero/m4.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	af5deb10564e969e958b57cf872b18cf331bfcc4f26b106e120a77528077c74e
n020-set02	family	medium	narrow	10	2	instances/data/n020-set02/family/medium-heterogeneous/narrow/m2.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	c9acd1eae75212b778d546636f11b8762c7c951b0a4a8da1aa59813521e22a56
n020-set02	family	medium	narrow	10	3	instances/data/n020-set02/family/medium-heterogeneous/narrow/m3.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	c9acd1eae75212b778d546636f11b8762c7c951b0a4a8da1aa59813521e22a56
n020-set02	family	medium	narrow	10	4	instances/data/n020-set02/family/medium-heterogeneous/narrow/m4.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	c9acd1eae75212b778d546636f11b8762c7c951b0a4a8da1aa59813521e22a56
n020-set02	family	medium	wide	10	2	instances/data/n020-set02/family/medium-heterogeneous/wide/m2.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	517fc759a71264a01e5eab0cdc1e76c8e8658abb32f10bf567d3f1f35ff969fb
n020-set02	family	medium	wide	10	3	instances/data/n020-set02/family/medium-heterogeneous/wide/m3.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	517fc759a71264a01e5eab0cdc1e76c8e8658abb32f10bf567d3f1f35ff969fb
n020-set02	family	medium	wide	10	4	instances/data/n020-set02/family/medium-heterogeneous/wide/m4.dat	259.100000000	259.684210526	0.584210526	518	391	0	0	67.500000000	342.048872180	517fc759a71264a01e5eab0cdc1e76c8e8658abb32f10bf567d3f1f35ff969fb
n020-set02	family	high	zero	20	2	instances/data/n020-set02/family/high-heterogeneous/zero/m2.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	c752ddd6203092154176f1b0aed17d361bc003690f230d05f045dc6b627850da
n020-set02	family	high	zero	20	3	instances/data/n020-set02/family/high-heterogeneous/zero/m3.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	c752ddd6203092154176f1b0aed17d361bc003690f230d05f045dc6b627850da
n020-set02	family	high	zero	20	4	instances/data/n020-set02/family/high-heterogeneous/zero/m4.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	c752ddd6203092154176f1b0aed17d361bc003690f230d05f045dc6b627850da
n020-set02	family	high	narrow	20	2	instances/data/n020-set02/family/high-heterogeneous/narrow/m2.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	c2289341cae033fa065100b69f4ead3e4c9366272acff4063fb078f618907744
n020-set02	family	high	narrow	20	3	instances/data/n020-set02/family/high-heterogeneous/narrow/m3.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	c2289341cae033fa065100b69f4ead3e4c9366272acff4063fb078f618907744
n020-set02	family	high	narrow	20	4	instances/data/n020-set02/family/high-heterogeneous/narrow/m4.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	c2289341cae033fa065100b69f4ead3e4c9366272acff4063fb078f618907744
n020-set02	family	high	wide	20	2	instances/data/n020-set02/family/high-heterogeneous/wide/m2.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	65c211b40f70086c0619f5f5ece7a013f43a49777217b7842c3a672a71252543
n020-set02	family	high	wide	20	3	instances/data/n020-set02/family/high-heterogeneous/wide/m3.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	65c211b40f70086c0619f5f5ece7a013f43a49777217b7842c3a672a71252543
n020-set02	family	high	wide	20	4	instances/data/n020-set02/family/high-heterogeneous/wide/m4.dat	571.000000000	571.550000000	0.550000000	1142	861	0	0	148.061403509	753.045112782	65c211b40f70086c0619f5f5ece7a013f43a49777217b7842c3a672a71252543
n020-set03	random	base	zero	1	2	instances/data/n020-set03/random/base/zero/m2.dat	25.025000000	25.023684211	-0.001315789	50	47	0	0	NaN	NaN	7505e596206431689b22290d874c94c79b6c32a34768036a6c7adbfc24eb346f
n020-set03	random	base	zero	1	3	instances/data/n020-set03/random/base/zero/m3.dat	25.025000000	25.023684211	-0.001315789	50	47	0	0	NaN	NaN	7505e596206431689b22290d874c94c79b6c32a34768036a6c7adbfc24eb346f
