runId	mainClass	args	outputDir	dependsOn	block
pricing-wet040_001_2m-a5-w0-sc0-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a5-w0-sc0-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w0-sc0-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w0-sc0.seed" --dueWindowHalfWidth="0" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w0-sc0-time_indexed	seed-wet040_001_2m-a5-w0-sc0	pricing-comparison
pricing-wet040_001_2m-a5-w0-sc0-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a5-w0-sc0-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w0-sc0-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w0-sc0.seed" --dueWindowHalfWidth="0" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w0-sc0-time_indexed_sri	seed-wet040_001_2m-a5-w0-sc0	pricing-comparison
seed-wet040_001_2m-a5-w516-sc0	HEU.FormalExperimentRunner	--action="seed" --runId="seed-wet040_001_2m-a5-w516-sc0" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w516-sc0.seed" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a5-w516-sc0" --dueWindowHalfWidth="516" --setupCostCoefficient="0"	${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a5-w516-sc0		seed
pricing-wet040_001_2m-a5-w516-sc0-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a5-w516-sc0-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w516-sc0-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w516-sc0.seed" --dueWindowHalfWidth="516" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w516-sc0-ng_dssr	seed-wet040_001_2m-a5-w516-sc0	pricing-comparison
pricing-wet040_001_2m-a5-w516-sc0-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a5-w516-sc0-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w516-sc0-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w516-sc0.seed" --dueWindowHalfWidth="516" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w516-sc0-time_indexed	seed-wet040_001_2m-a5-w516-sc0	pricing-comparison
pricing-wet040_001_2m-a5-w516-sc0-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a5-w516-sc0-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w516-sc0-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w516-sc0.seed" --dueWindowHalfWidth="516" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w516-sc0-time_indexed_sri	seed-wet040_001_2m-a5-w516-sc0	pricing-comparison
seed-wet040_001_2m-a5-w1549-sc0	HEU.FormalExperimentRunner	--action="seed" --runId="seed-wet040_001_2m-a5-w1549-sc0" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w1549-sc0.seed" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a5-w1549-sc0" --dueWindowHalfWidth="1549" --setupCostCoefficient="0"	${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a5-w1549-sc0		seed
pricing-wet040_001_2m-a5-w1549-sc0-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a5-w1549-sc0-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w1549-sc0-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w1549-sc0.seed" --dueWindowHalfWidth="1549" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w1549-sc0-ng_dssr	seed-wet040_001_2m-a5-w1549-sc0	pricing-comparison
pricing-wet040_001_2m-a5-w1549-sc0-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a5-w1549-sc0-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w1549-sc0-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w1549-sc0.seed" --dueWindowHalfWidth="1549" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w1549-sc0-time_indexed	seed-wet040_001_2m-a5-w1549-sc0	pricing-comparison
pricing-wet040_001_2m-a5-w1549-sc0-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a5-w1549-sc0-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX5.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w1549-sc0-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a5-w1549-sc0.seed" --dueWindowHalfWidth="1549" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a5-w1549-sc0-time_indexed_sri	seed-wet040_001_2m-a5-w1549-sc0	pricing-comparison
seed-wet040_001_2m-a10-w0-sc0	HEU.FormalExperimentRunner	--action="seed" --runId="seed-wet040_001_2m-a10-w0-sc0" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w0-sc0.seed" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a10-w0-sc0" --dueWindowHalfWidth="0" --setupCostCoefficient="0"	${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a10-w0-sc0		seed
pricing-wet040_001_2m-a10-w0-sc0-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a10-w0-sc0-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w0-sc0-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w0-sc0.seed" --dueWindowHalfWidth="0" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w0-sc0-ng_dssr	seed-wet040_001_2m-a10-w0-sc0	pricing-comparison
pricing-wet040_001_2m-a10-w0-sc0-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a10-w0-sc0-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w0-sc0-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w0-sc0.seed" --dueWindowHalfWidth="0" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w0-sc0-time_indexed	seed-wet040_001_2m-a10-w0-sc0	pricing-comparison
pricing-wet040_001_2m-a10-w0-sc0-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a10-w0-sc0-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w0-sc0-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w0-sc0.seed" --dueWindowHalfWidth="0" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w0-sc0-time_indexed_sri	seed-wet040_001_2m-a10-w0-sc0	pricing-comparison
seed-wet040_001_2m-a10-w1032-sc0	HEU.FormalExperimentRunner	--action="seed" --runId="seed-wet040_001_2m-a10-w1032-sc0" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w1032-sc0.seed" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a10-w1032-sc0" --dueWindowHalfWidth="1032" --setupCostCoefficient="0"	${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a10-w1032-sc0		seed
pricing-wet040_001_2m-a10-w1032-sc0-ng_dssr	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a10-w1032-sc0-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w1032-sc0-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w1032-sc0.seed" --dueWindowHalfWidth="1032" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w1032-sc0-ng_dssr	seed-wet040_001_2m-a10-w1032-sc0	pricing-comparison
pricing-wet040_001_2m-a10-w1032-sc0-time_indexed	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a10-w1032-sc0-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w1032-sc0-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w1032-sc0.seed" --dueWindowHalfWidth="1032" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w1032-sc0-time_indexed	seed-wet040_001_2m-a10-w1032-sc0	pricing-comparison
pricing-wet040_001_2m-a10-w1032-sc0-time_indexed_sri	HEU.FormalExperimentRunner	--action="solve" --runId="pricing-wet040_001_2m-a10-w1032-sc0-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w1032-sc0-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w1032-sc0.seed" --dueWindowHalfWidth="1032" --setupCostCoefficient="0" --outsourcingModel="none" --outsourcingUnitRate="1" --discountStrength="0" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal-v1/runs/pricing-comparison/pricing-wet040_001_2m-a10-w1032-sc0-time_indexed_sri	seed-wet040_001_2m-a10-w1032-sc0	pricing-comparison
seed-wet040_001_2m-a10-w3098-sc0	HEU.FormalExperimentRunner	--action="seed" --runId="seed-wet040_001_2m-a10-w3098-sc0" --instance="${WORKSPACE}/experiment-suite/formal-v1/instances/40-2/wet040_001_2m_timeX10.dat" --seedFile="${WORKSPACE}/experiment-suite/formal-v1/seeds/wet040_001_2m-a10-w3098-sc0.seed" --outputDir="${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a10-w3098-sc0" --dueWindowHalfWidth="3098" --setupCostCoefficient="0"	${WORKSPACE}/experiment-suite/formal-v1/runs/seed-wet040_001_2m-a10-w3098-sc0		seed
