runId	mainClass	args	outputDir	dependsOn	block	action	taskSetId	size	machines	setupType	scaleLevel	windowLevel	algorithm	outsourcingModel	outsourcingRate	discountLevel
outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault-columns	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault-columns" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-0.5/n020-set01/random/base/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault-columns" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wzero-or0.5-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="columns"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault-columns	seed-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault	outsourcing-performance	solve	n020-set01	20	3	random	base	zero	NG_DSSR	columns	0.5	default
outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault-masterVariables	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault-masterVariables" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-0.5/n020-set01/random/base/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault-masterVariables" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wzero-or0.5-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="masterVariables"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault-masterVariables	seed-n020-set01-m3-random-base-n1-wzero-or0.5-ddefault	outsourcing-performance	solve	n020-set01	20	3	random	base	zero	NG_DSSR	masterVariables	0.5	default
seed-n020-set01-m3-random-base-n1-wzero-or1-ddefault	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m3-random-base-n1-wzero-or1-ddefault" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-1/n020-set01/random/base/zero/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wzero-or1-ddefault.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m3-random-base-n1-wzero-or1-ddefault"	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m3-random-base-n1-wzero-or1-ddefault		seed	seed	n020-set01	20	3	random	base	zero			1	default
outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or1-ddefault-columns	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or1-ddefault-columns" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-1/n020-set01/random/base/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or1-ddefault-columns" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wzero-or1-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="columns"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or1-ddefault-columns	seed-n020-set01-m3-random-base-n1-wzero-or1-ddefault	outsourcing-performance	solve	n020-set01	20	3	random	base	zero	NG_DSSR	columns	1	default
outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or1-ddefault-masterVariables	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or1-ddefault-masterVariables" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-1/n020-set01/random/base/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or1-ddefault-masterVariables" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wzero-or1-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="masterVariables"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or1-ddefault-masterVariables	seed-n020-set01-m3-random-base-n1-wzero-or1-ddefault	outsourcing-performance	solve	n020-set01	20	3	random	base	zero	NG_DSSR	masterVariables	1	default
seed-n020-set01-m3-random-base-n1-wzero-or2-ddefault	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m3-random-base-n1-wzero-or2-ddefault" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-2/n020-set01/random/base/zero/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wzero-or2-ddefault.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m3-random-base-n1-wzero-or2-ddefault"	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m3-random-base-n1-wzero-or2-ddefault		seed	seed	n020-set01	20	3	random	base	zero			2	default
outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or2-ddefault-columns	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or2-ddefault-columns" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-2/n020-set01/random/base/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or2-ddefault-columns" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wzero-or2-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="columns"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or2-ddefault-columns	seed-n020-set01-m3-random-base-n1-wzero-or2-ddefault	outsourcing-performance	solve	n020-set01	20	3	random	base	zero	NG_DSSR	columns	2	default
outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or2-ddefault-masterVariables	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or2-ddefault-masterVariables" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-2/n020-set01/random/base/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or2-ddefault-masterVariables" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m3-random-base-n1-wzero-or2-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="masterVariables"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m3-random-base-n1-wzero-or2-ddefault-masterVariables	seed-n020-set01-m3-random-base-n1-wzero-or2-ddefault	outsourcing-performance	solve	n020-set01	20	3	random	base	zero	NG_DSSR	masterVariables	2	default
seed-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-0.5/n020-set01/random/base/zero/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or0.5-ddefault.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault"	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault		seed	seed	n020-set01	20	4	random	base	zero			0.5	default
outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault-columns	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault-columns" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-0.5/n020-set01/random/base/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault-columns" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or0.5-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="columns"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault-columns	seed-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault	outsourcing-performance	solve	n020-set01	20	4	random	base	zero	NG_DSSR	columns	0.5	default
outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault-masterVariables	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault-masterVariables" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-0.5/n020-set01/random/base/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault-masterVariables" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or0.5-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="masterVariables"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault-masterVariables	seed-n020-set01-m4-random-base-n1-wzero-or0.5-ddefault	outsourcing-performance	solve	n020-set01	20	4	random	base	zero	NG_DSSR	masterVariables	0.5	default
seed-n020-set01-m4-random-base-n1-wzero-or1-ddefault	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m4-random-base-n1-wzero-or1-ddefault" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-1/n020-set01/random/base/zero/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or1-ddefault.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wzero-or1-ddefault"	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wzero-or1-ddefault		seed	seed	n020-set01	20	4	random	base	zero			1	default
outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or1-ddefault-columns	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or1-ddefault-columns" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-1/n020-set01/random/base/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or1-ddefault-columns" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or1-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="columns"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or1-ddefault-columns	seed-n020-set01-m4-random-base-n1-wzero-or1-ddefault	outsourcing-performance	solve	n020-set01	20	4	random	base	zero	NG_DSSR	columns	1	default
outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or1-ddefault-masterVariables	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or1-ddefault-masterVariables" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-1/n020-set01/random/base/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or1-ddefault-masterVariables" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or1-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="masterVariables"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or1-ddefault-masterVariables	seed-n020-set01-m4-random-base-n1-wzero-or1-ddefault	outsourcing-performance	solve	n020-set01	20	4	random	base	zero	NG_DSSR	masterVariables	1	default
seed-n020-set01-m4-random-base-n1-wzero-or2-ddefault	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m4-random-base-n1-wzero-or2-ddefault" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-2/n020-set01/random/base/zero/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or2-ddefault.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wzero-or2-ddefault"	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m4-random-base-n1-wzero-or2-ddefault		seed	seed	n020-set01	20	4	random	base	zero			2	default
outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or2-ddefault-columns	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or2-ddefault-columns" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-2/n020-set01/random/base/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or2-ddefault-columns" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or2-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="columns"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or2-ddefault-columns	seed-n020-set01-m4-random-base-n1-wzero-or2-ddefault	outsourcing-performance	solve	n020-set01	20	4	random	base	zero	NG_DSSR	columns	2	default
outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or2-ddefault-masterVariables	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or2-ddefault-masterVariables" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-2/n020-set01/random/base/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or2-ddefault-masterVariables" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m4-random-base-n1-wzero-or2-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="masterVariables"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m4-random-base-n1-wzero-or2-ddefault-masterVariables	seed-n020-set01-m4-random-base-n1-wzero-or2-ddefault	outsourcing-performance	solve	n020-set01	20	4	random	base	zero	NG_DSSR	masterVariables	2	default
seed-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-0.5/n020-set01/random/base/narrow/m2.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault"	${WORKSPACE}/experiment-suite/formal/runs/seed-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault		seed	seed	n020-set01	20	2	random	base	narrow			0.5	default
outsourcing-performance-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault-columns	Common.formal.FormalExperimentRunner	--action="solve" --runId="outsourcing-performance-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault-columns" --instance="${WORKSPACE}/experiment-suite/formal/instances/outsourcing-data/default-discount/rate-0.5/n020-set01/random/base/narrow/m2.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault-columns" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault.seed" --timeLimitSeconds="10800" --maxNodes="100000" --outsourcingModel="columns"	${WORKSPACE}/experiment-suite/formal/runs/outsourcing-performance/outsourcing-performance-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault-columns	seed-n020-set01-m2-random-base-n1-wnarrow-or0.5-ddefault	outsourcing-performance	solve	n020-set01	20	2	random	base	narrow	NG_DSSR	columns	0.5	default
