taskSetId	setupType	scaleLevel	windowLevel	nominalScale	machines	instance	targetMean	actualMean	meanError	cap	maximum	triangleViolations	floydChangedArcs	withinMean	betweenMean	bodySha256
n050-set02	family	base	narrow	1	4	instances/data/n050-set02/family/base/narrow/m4.dat	26.870000000	26.878367347	0.008367347	53	43	0	0	7.573979592	35.962785114	5539278ec20e9f3e36d09d08802cc3d210ed62ce6d60c7d9f414d0f35afb74ae
n050-set02	family	base	wide	1	2	instances/data/n050-set02/family/base/wide/m2.dat	26.870000000	26.878367347	0.008367347	53	43	0	0	7.573979592	35.962785114	3f8bbb6b6232c0098b2c54d33f1d40a46820c0d239e63936f755b5d46fc8ba8c
n050-set02	family	base	wide	1	3	instances/data/n050-set02/family/base/wide/m3.dat	26.870000000	26.878367347	0.008367347	53	43	0	0	7.573979592	35.962785114	3f8bbb6b6232c0098b2c54d33f1d40a46820c0d239e63936f755b5d46fc8ba8c
n050-set02	family	base	wide	1	4	instances/data/n050-set02/family/base/wide/m4.dat	26.870000000	26.878367347	0.008367347	53	43	0	0	7.573979592	35.962785114	3f8bbb6b6232c0098b2c54d33f1d40a46820c0d239e63936f755b5d46fc8ba8c
n050-set02	family	medium	zero	10	2	instances/data/n050-set02/family/medium-heterogeneous/zero/m2.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	16835c16a34ae4efb42cd7f0541a541532f9b65043336c6b7e94fa6b84e1fbed
n050-set02	family	medium	zero	10	3	instances/data/n050-set02/family/medium-heterogeneous/zero/m3.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	16835c16a34ae4efb42cd7f0541a541532f9b65043336c6b7e94fa6b84e1fbed
n050-set02	family	medium	zero	10	4	instances/data/n050-set02/family/medium-heterogeneous/zero/m4.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	16835c16a34ae4efb42cd7f0541a541532f9b65043336c6b7e94fa6b84e1fbed
n050-set02	family	medium	narrow	10	2	instances/data/n050-set02/family/medium-heterogeneous/narrow/m2.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	f844918a2fa502cd8fd63d0b70bc7c1de067b6862a2dedd82d952a8909105a52
n050-set02	family	medium	narrow	10	3	instances/data/n050-set02/family/medium-heterogeneous/narrow/m3.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	f844918a2fa502cd8fd63d0b70bc7c1de067b6862a2dedd82d952a8909105a52
n050-set02	family	medium	narrow	10	4	instances/data/n050-set02/family/medium-heterogeneous/narrow/m4.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	f844918a2fa502cd8fd63d0b70bc7c1de067b6862a2dedd82d952a8909105a52
n050-set02	family	medium	wide	10	2	instances/data/n050-set02/family/medium-heterogeneous/wide/m2.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	55e81cfa34ea0453e143e0033a08bb5d99058e638ac50e4d03a916f6cb55f33d
n050-set02	family	medium	wide	10	3	instances/data/n050-set02/family/medium-heterogeneous/wide/m3.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	55e81cfa34ea0453e143e0033a08bb5d99058e638ac50e4d03a916f6cb55f33d
n050-set02	family	medium	wide	10	4	instances/data/n050-set02/family/medium-heterogeneous/wide/m4.dat	271.930000000	272.511020408	0.581020408	543	436	0	0	77.093112245	364.472388956	55e81cfa34ea0453e143e0033a08bb5d99058e638ac50e4d03a916f6cb55f33d
n050-set02	family	high	zero	20	2	instances/data/n050-set02/family/high-heterogeneous/zero/m2.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	f5b12664d6612b692320277418f40f0a81fadc569d4a5649c3417fd201fa3f0a
n050-set02	family	high	zero	20	3	instances/data/n050-set02/family/high-heterogeneous/zero/m3.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	f5b12664d6612b692320277418f40f0a81fadc569d4a5649c3417fd201fa3f0a
n050-set02	family	high	zero	20	4	instances/data/n050-set02/family/high-heterogeneous/zero/m4.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	f5b12664d6612b692320277418f40f0a81fadc569d4a5649c3417fd201fa3f0a
n050-set02	family	high	narrow	20	2	instances/data/n050-set02/family/high-heterogeneous/narrow/m2.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	782984f746bdc1a32da0cc8dadc04e7e31ab70573e88ce44a9c3a400fed28a57
n050-set02	family	high	narrow	20	3	instances/data/n050-set02/family/high-heterogeneous/narrow/m3.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	782984f746bdc1a32da0cc8dadc04e7e31ab70573e88ce44a9c3a400fed28a57
n050-set02	family	high	narrow	20	4	instances/data/n050-set02/family/high-heterogeneous/narrow/m4.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	782984f746bdc1a32da0cc8dadc04e7e31ab70573e88ce44a9c3a400fed28a57
n050-set02	family	high	wide	20	2	instances/data/n050-set02/family/high-heterogeneous/wide/m2.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	4efd325d26fbcc55fbefcbd96803a841a99b7081b624aa0f23d730f41324b588
n050-set02	family	high	wide	20	3	instances/data/n050-set02/family/high-heterogeneous/wide/m3.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	4efd325d26fbcc55fbefcbd96803a841a99b7081b624aa0f23d730f41324b588
n050-set02	family	high	wide	20	4	instances/data/n050-set02/family/high-heterogeneous/wide/m4.dat	539.960000000	540.615102041	0.655102041	1079	865	0	0	152.602040816	723.209483794	4efd325d26fbcc55fbefcbd96803a841a99b7081b624aa0f23d730f41324b588
n050-set03	family	base	zero	1	2	instances/data/n050-set03/family/base/zero/m2.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	2e16ac5db01379b1f100c7269a588f9992d06d0c723005857b4a5bb00dab5f9a
n050-set03	family	base	zero	1	3	instances/data/n050-set03/family/base/zero/m3.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	2e16ac5db01379b1f100c7269a588f9992d06d0c723005857b4a5bb00dab5f9a
n050-set03	family	base	zero	1	4	instances/data/n050-set03/family/base/zero/m4.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	2e16ac5db01379b1f100c7269a588f9992d06d0c723005857b4a5bb00dab5f9a
n050-set03	family	base	narrow	1	2	instances/data/n050-set03/family/base/narrow/m2.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	bfd08973ea7d1100a3ff0f941a14d50568de8b82f4974414b2da9b97c765cd00
n050-set03	family	base	narrow	1	3	instances/data/n050-set03/family/base/narrow/m3.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	bfd08973ea7d1100a3ff0f941a14d50568de8b82f4974414b2da9b97c765cd00
n050-set03	family	base	narrow	1	4	instances/data/n050-set03/family/base/narrow/m4.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	bfd08973ea7d1100a3ff0f941a14d50568de8b82f4974414b2da9b97c765cd00
n050-set03	family	base	wide	1	2	instances/data/n050-set03/family/base/wide/m2.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	c43802d3b829337f5c8fe7fc18b68ef529217ee42fc0119553a0416e23c1a30b
n050-set03	family	base	wide	1	3	instances/data/n050-set03/family/base/wide/m3.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	c43802d3b829337f5c8fe7fc18b68ef529217ee42fc0119553a0416e23c1a30b
n050-set03	family	base	wide	1	4	instances/data/n050-set03/family/base/wide/m4.dat	25.510000000	25.500816327	-0.009183673	51	41	0	0	7.257653061	34.085834334	c43802d3b829337f5c8fe7fc18b68ef529217ee42fc0119553a0416e23c1a30b
n050-set03	family	medium	zero	10	2	instances/data/n050-set03/family/medium-heterogeneous/zero/m2.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	6c59e7076c401801f217c2b1ab76a6247220674924330dcfdda28edf7544968e
n050-set03	family	medium	zero	10	3	instances/data/n050-set03/family/medium-heterogeneous/zero/m3.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	6c59e7076c401801f217c2b1ab76a6247220674924330dcfdda28edf7544968e
n050-set03	family	medium	zero	10	4	instances/data/n050-set03/family/medium-heterogeneous/zero/m4.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	6c59e7076c401801f217c2b1ab76a6247220674924330dcfdda28edf7544968e
n050-set03	family	medium	narrow	10	2	instances/data/n050-set03/family/medium-heterogeneous/narrow/m2.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	fbd5aa42b0748592bab06854173aa5f77413f00b569642c474ab690ab29a53d5
n050-set03	family	medium	narrow	10	3	instances/data/n050-set03/family/medium-heterogeneous/narrow/m3.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	fbd5aa42b0748592bab06854173aa5f77413f00b569642c474ab690ab29a53d5
n050-set03	family	medium	narrow	10	4	instances/data/n050-set03/family/medium-heterogeneous/narrow/m4.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	fbd5aa42b0748592bab06854173aa5f77413f00b569642c474ab690ab29a53d5
n050-set03	family	medium	wide	10	2	instances/data/n050-set03/family/medium-heterogeneous/wide/m2.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	34b37fd3044f2c88c1e94fc6fee77ba1828e79ebf1b7b5180a470f6b1f6899d3
n050-set03	family	medium	wide	10	3	instances/data/n050-set03/family/medium-heterogeneous/wide/m3.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	34b37fd3044f2c88c1e94fc6fee77ba1828e79ebf1b7b5180a470f6b1f6899d3
n050-set03	family	medium	wide	10	4	instances/data/n050-set03/family/medium-heterogeneous/wide/m4.dat	273.090000000	273.448571429	0.358571429	546	439	0	0	78.170918367	365.343937575	34b37fd3044f2c88c1e94fc6fee77ba1828e79ebf1b7b5180a470f6b1f6899d3
n050-set03	family	high	zero	20	2	instances/data/n050-set03/family/high-heterogeneous/zero/m2.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	5c8d71af9368264cc6feee2dc07edc19e1738962be5a11dd9149522ae7a63325
n050-set03	family	high	zero	20	3	instances/data/n050-set03/family/high-heterogeneous/zero/m3.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	5c8d71af9368264cc6feee2dc07edc19e1738962be5a11dd9149522ae7a63325
n050-set03	family	high	zero	20	4	instances/data/n050-set03/family/high-heterogeneous/zero/m4.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	5c8d71af9368264cc6feee2dc07edc19e1738962be5a11dd9149522ae7a63325
n050-set03	family	high	narrow	20	2	instances/data/n050-set03/family/high-heterogeneous/narrow/m2.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	93ecdf9801761c5773717360f02606c052023ad6418c3feab7a5a2ef93aeec35
n050-set03	family	high	narrow	20	3	instances/data/n050-set03/family/high-heterogeneous/narrow/m3.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	93ecdf9801761c5773717360f02606c052023ad6418c3feab7a5a2ef93aeec35
n050-set03	family	high	narrow	20	4	instances/data/n050-set03/family/high-heterogeneous/narrow/m4.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	93ecdf9801761c5773717360f02606c052023ad6418c3feab7a5a2ef93aeec35
n050-set03	family	high	wide	20	2	instances/data/n050-set03/family/high-heterogeneous/wide/m2.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	587fe6e2f76d57c9b22dc1d278719f157fb794fb89b2a200dc456a4fb7ac3d52
n050-set03	family	high	wide	20	3	instances/data/n050-set03/family/high-heterogeneous/wide/m3.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	587fe6e2f76d57c9b22dc1d278719f157fb794fb89b2a200dc456a4fb7ac3d52
n050-set03	family	high	wide	20	4	instances/data/n050-set03/family/high-heterogeneous/wide/m4.dat	523.090000000	523.529795918	0.439795918	1046	841	0	0	149.530612245	699.529411765	587fe6e2f76d57c9b22dc1d278719f157fb794fb89b2a200dc456a4fb7ac3d52
n050-set04	family	base	zero	1	2	instances/data/n050-set04/family/base/zero/m2.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	79097f038df4cbc29b16f5b62a066862734c14131c3ce44b61f94547a771b316
n050-set04	family	base	zero	1	3	instances/data/n050-set04/family/base/zero/m3.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	79097f038df4cbc29b16f5b62a066862734c14131c3ce44b61f94547a771b316
n050-set04	family	base	zero	1	4	instances/data/n050-set04/family/base/zero/m4.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	79097f038df4cbc29b16f5b62a066862734c14131c3ce44b61f94547a771b316
n050-set04	family	base	narrow	1	2	instances/data/n050-set04/family/base/narrow/m2.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	00c675be8896a97338123d9725c22c72ce5bffb8cd2643762e9cfe5547066889
n050-set04	family	base	narrow	1	3	instances/data/n050-set04/family/base/narrow/m3.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	00c675be8896a97338123d9725c22c72ce5bffb8cd2643762e9cfe5547066889
n050-set04	family	base	narrow	1	4	instances/data/n050-set04/family/base/narrow/m4.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	00c675be8896a97338123d9725c22c72ce5bffb8cd2643762e9cfe5547066889
n050-set04	family	base	wide	1	2	instances/data/n050-set04/family/base/wide/m2.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	009b64daddb14e6e8031a03e716d7cea86f1da75a28eff152b48cdc667749af9
n050-set04	family	base	wide	1	3	instances/data/n050-set04/family/base/wide/m3.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	009b64daddb14e6e8031a03e716d7cea86f1da75a28eff152b48cdc667749af9
n050-set04	family	base	wide	1	4	instances/data/n050-set04/family/base/wide/m4.dat	21.700000000	21.700000000	0.000000000	43	35	0	0	6.209183673	28.989795918	009b64daddb14e6e8031a03e716d7cea86f1da75a28eff152b48cdc667749af9
n050-set04	family	medium	zero	10	2	instances/data/n050-set04/family/medium-heterogeneous/zero/m2.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	885a0c03e02f73da6599150cf1c3fc5b2e6e0dfb14204e2ad4f2c631b1b17a6d
n050-set04	family	medium	zero	10	3	instances/data/n050-set04/family/medium-heterogeneous/zero/m3.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	885a0c03e02f73da6599150cf1c3fc5b2e6e0dfb14204e2ad4f2c631b1b17a6d
n050-set04	family	medium	zero	10	4	instances/data/n050-set04/family/medium-heterogeneous/zero/m4.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	885a0c03e02f73da6599150cf1c3fc5b2e6e0dfb14204e2ad4f2c631b1b17a6d
n050-set04	family	medium	narrow	10	2	instances/data/n050-set04/family/medium-heterogeneous/narrow/m2.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	9e6b6492531753572758df33740edbf487e4f07d6b94cd2bc8c01f90acd921ac
n050-set04	family	medium	narrow	10	3	instances/data/n050-set04/family/medium-heterogeneous/narrow/m3.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	9e6b6492531753572758df33740edbf487e4f07d6b94cd2bc8c01f90acd921ac
n050-set04	family	medium	narrow	10	4	instances/data/n050-set04/family/medium-heterogeneous/narrow/m4.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	9e6b6492531753572758df33740edbf487e4f07d6b94cd2bc8c01f90acd921ac
n050-set04	family	medium	wide	10	2	instances/data/n050-set04/family/medium-heterogeneous/wide/m2.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	5ce4b5de34e4f8bb3599f4d08f12c898570d019e13a2de7d0515bc70aa840a77
n050-set04	family	medium	wide	10	3	instances/data/n050-set04/family/medium-heterogeneous/wide/m3.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	5ce4b5de34e4f8bb3599f4d08f12c898570d019e13a2de7d0515bc70aa840a77
n050-set04	family	medium	wide	10	4	instances/data/n050-set04/family/medium-heterogeneous/wide/m4.dat	210.850000000	211.387755102	0.537755102	421	341	0	0	60.899234694	282.205882353	5ce4b5de34e4f8bb3599f4d08f12c898570d019e13a2de7d0515bc70aa840a77
n050-set04	family	high	zero	20	2	instances/data/n050-set04/family/high-heterogeneous/zero/m2.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	010723092cb4b40d0f84fffa75d3f9d007063fcaa754cda378f0565744cacbac
n050-set04	family	high	zero	20	3	instances/data/n050-set04/family/high-heterogeneous/zero/m3.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	010723092cb4b40d0f84fffa75d3f9d007063fcaa754cda378f0565744cacbac
n050-set04	family	high	zero	20	4	instances/data/n050-set04/family/high-heterogeneous/zero/m4.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	010723092cb4b40d0f84fffa75d3f9d007063fcaa754cda378f0565744cacbac
n050-set04	family	high	narrow	20	2	instances/data/n050-set04/family/high-heterogeneous/narrow/m2.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	05b36ab9e6992828a570e986ae71c15a4b73c71d06c481d928224c583e01e26e
n050-set04	family	high	narrow	20	3	instances/data/n050-set04/family/high-heterogeneous/narrow/m3.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	05b36ab9e6992828a570e986ae71c15a4b73c71d06c481d928224c583e01e26e
n050-set04	family	high	narrow	20	4	instances/data/n050-set04/family/high-heterogeneous/narrow/m4.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	05b36ab9e6992828a570e986ae71c15a4b73c71d06c481d928224c583e01e26e
n050-set04	family	high	wide	20	2	instances/data/n050-set04/family/high-heterogeneous/wide/m2.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	ad592ba945088fe859f587a946cba1b2a998a53d335ac89c5b25c61a1f4a5b46
n050-set04	family	high	wide	20	3	instances/data/n050-set04/family/high-heterogeneous/wide/m3.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	ad592ba945088fe859f587a946cba1b2a998a53d335ac89c5b25c61a1f4a5b46
