taskSetId	setupType	scaleLevel	windowLevel	machines	instance	processingMismatches	windowMismatches	weightMismatches	setupMismatches	setupCostMismatches	workloadScale
n050-set02	family	high	narrow	4	instances/data/n050-set02/family/high-heterogeneous/narrow/m4.dat	0	0	0	0	0	20.095273539263
n050-set02	family	high	wide	2	instances/data/n050-set02/family/high-heterogeneous/wide/m2.dat	0	0	0	0	0	20.095273539263
n050-set02	family	high	wide	3	instances/data/n050-set02/family/high-heterogeneous/wide/m3.dat	0	0	0	0	0	20.095273539263
n050-set02	family	high	wide	4	instances/data/n050-set02/family/high-heterogeneous/wide/m4.dat	0	0	0	0	0	20.095273539263
n050-set03	family	base	zero	2	instances/data/n050-set03/family/base/zero/m2.dat	0	0	0	0	0	1.000000000000
n050-set03	family	base	zero	3	instances/data/n050-set03/family/base/zero/m3.dat	0	0	0	0	0	1.000000000000
n050-set03	family	base	zero	4	instances/data/n050-set03/family/base/zero/m4.dat	0	0	0	0	0	1.000000000000
n050-set03	family	base	narrow	2	instances/data/n050-set03/family/base/narrow/m2.dat	0	0	0	0	0	1.000000000000
n050-set03	family	base	narrow	3	instances/data/n050-set03/family/base/narrow/m3.dat	0	0	0	0	0	1.000000000000
n050-set03	family	base	narrow	4	instances/data/n050-set03/family/base/narrow/m4.dat	0	0	0	0	0	1.000000000000
n050-set03	family	base	wide	2	instances/data/n050-set03/family/base/wide/m2.dat	0	0	0	0	0	1.000000000000
n050-set03	family	base	wide	3	instances/data/n050-set03/family/base/wide/m3.dat	0	0	0	0	0	1.000000000000
n050-set03	family	base	wide	4	instances/data/n050-set03/family/base/wide/m4.dat	0	0	0	0	0	1.000000000000
n050-set03	family	medium	zero	2	instances/data/n050-set03/family/medium-heterogeneous/zero/m2.dat	0	0	0	0	0	10.705213641709
n050-set03	family	medium	zero	3	instances/data/n050-set03/family/medium-heterogeneous/zero/m3.dat	0	0	0	0	0	10.705213641709
n050-set03	family	medium	zero	4	instances/data/n050-set03/family/medium-heterogeneous/zero/m4.dat	0	0	0	0	0	10.705213641709
n050-set03	family	medium	narrow	2	instances/data/n050-set03/family/medium-heterogeneous/narrow/m2.dat	0	0	0	0	0	10.705213641709
n050-set03	family	medium	narrow	3	instances/data/n050-set03/family/medium-heterogeneous/narrow/m3.dat	0	0	0	0	0	10.705213641709
n050-set03	family	medium	narrow	4	instances/data/n050-set03/family/medium-heterogeneous/narrow/m4.dat	0	0	0	0	0	10.705213641709
n050-set03	family	medium	wide	2	instances/data/n050-set03/family/medium-heterogeneous/wide/m2.dat	0	0	0	0	0	10.705213641709
n050-set03	family	medium	wide	3	instances/data/n050-set03/family/medium-heterogeneous/wide/m3.dat	0	0	0	0	0	10.705213641709
n050-set03	family	medium	wide	4	instances/data/n050-set03/family/medium-heterogeneous/wide/m4.dat	0	0	0	0	0	10.705213641709
n050-set03	family	high	zero	2	instances/data/n050-set03/family/high-heterogeneous/zero/m2.dat	0	0	0	0	0	20.505292042336
n050-set03	family	high	zero	3	instances/data/n050-set03/family/high-heterogeneous/zero/m3.dat	0	0	0	0	0	20.505292042336
n050-set03	family	high	zero	4	instances/data/n050-set03/family/high-heterogeneous/zero/m4.dat	0	0	0	0	0	20.505292042336
n050-set03	family	high	narrow	2	instances/data/n050-set03/family/high-heterogeneous/narrow/m2.dat	0	0	0	0	0	20.505292042336
n050-set03	family	high	narrow	3	instances/data/n050-set03/family/high-heterogeneous/narrow/m3.dat	0	0	0	0	0	20.505292042336
n050-set03	family	high	narrow	4	instances/data/n050-set03/family/high-heterogeneous/narrow/m4.dat	0	0	0	0	0	20.505292042336
n050-set03	family	high	wide	2	instances/data/n050-set03/family/high-heterogeneous/wide/m2.dat	0	0	0	0	0	20.505292042336
n050-set03	family	high	wide	3	instances/data/n050-set03/family/high-heterogeneous/wide/m3.dat	0	0	0	0	0	20.505292042336
n050-set03	family	high	wide	4	instances/data/n050-set03/family/high-heterogeneous/wide/m4.dat	0	0	0	0	0	20.505292042336
n050-set04	family	base	zero	2	instances/data/n050-set04/family/base/zero/m2.dat	0	0	0	0	0	1.000000000000
n050-set04	family	base	zero	3	instances/data/n050-set04/family/base/zero/m3.dat	0	0	0	0	0	1.000000000000
n050-set04	family	base	zero	4	instances/data/n050-set04/family/base/zero/m4.dat	0	0	0	0	0	1.000000000000
n050-set04	family	base	narrow	2	instances/data/n050-set04/family/base/narrow/m2.dat	0	0	0	0	0	1.000000000000
n050-set04	family	base	narrow	3	instances/data/n050-set04/family/base/narrow/m3.dat	0	0	0	0	0	1.000000000000
n050-set04	family	base	narrow	4	instances/data/n050-set04/family/base/narrow/m4.dat	0	0	0	0	0	1.000000000000
n050-set04	family	base	wide	2	instances/data/n050-set04/family/base/wide/m2.dat	0	0	0	0	0	1.000000000000
n050-set04	family	base	wide	3	instances/data/n050-set04/family/base/wide/m3.dat	0	0	0	0	0	1.000000000000
n050-set04	family	base	wide	4	instances/data/n050-set04/family/base/wide/m4.dat	0	0	0	0	0	1.000000000000
n050-set04	family	medium	zero	2	instances/data/n050-set04/family/medium-heterogeneous/zero/m2.dat	0	0	0	0	0	9.716589861751
n050-set04	family	medium	zero	3	instances/data/n050-set04/family/medium-heterogeneous/zero/m3.dat	0	0	0	0	0	9.716589861751
n050-set04	family	medium	zero	4	instances/data/n050-set04/family/medium-heterogeneous/zero/m4.dat	0	0	0	0	0	9.716589861751
n050-set04	family	medium	narrow	2	instances/data/n050-set04/family/medium-heterogeneous/narrow/m2.dat	0	0	0	0	0	9.716589861751
n050-set04	family	medium	narrow	3	instances/data/n050-set04/family/medium-heterogeneous/narrow/m3.dat	0	0	0	0	0	9.716589861751
n050-set04	family	medium	narrow	4	instances/data/n050-set04/family/medium-heterogeneous/narrow/m4.dat	0	0	0	0	0	9.716589861751
n050-set04	family	medium	wide	2	instances/data/n050-set04/family/medium-heterogeneous/wide/m2.dat	0	0	0	0	0	9.716589861751
n050-set04	family	medium	wide	3	instances/data/n050-set04/family/medium-heterogeneous/wide/m3.dat	0	0	0	0	0	9.716589861751
n050-set04	family	medium	wide	4	instances/data/n050-set04/family/medium-heterogeneous/wide/m4.dat	0	0	0	0	0	9.716589861751
n050-set04	family	high	zero	2	instances/data/n050-set04/family/high-heterogeneous/zero/m2.dat	0	0	0	0	0	19.741474654378
n050-set04	family	high	zero	3	instances/data/n050-set04/family/high-heterogeneous/zero/m3.dat	0	0	0	0	0	19.741474654378
n050-set04	family	high	zero	4	instances/data/n050-set04/family/high-heterogeneous/zero/m4.dat	0	0	0	0	0	19.741474654378
n050-set04	family	high	narrow	2	instances/data/n050-set04/family/high-heterogeneous/narrow/m2.dat	0	0	0	0	0	19.741474654378
n050-set04	family	high	narrow	3	instances/data/n050-set04/family/high-heterogeneous/narrow/m3.dat	0	0	0	0	0	19.741474654378
n050-set04	family	high	narrow	4	instances/data/n050-set04/family/high-heterogeneous/narrow/m4.dat	0	0	0	0	0	19.741474654378
n050-set04	family	high	wide	2	instances/data/n050-set04/family/high-heterogeneous/wide/m2.dat	0	0	0	0	0	19.741474654378
n050-set04	family	high	wide	3	instances/data/n050-set04/family/high-heterogeneous/wide/m3.dat	0	0	0	0	0	19.741474654378
n050-set04	family	high	wide	4	instances/data/n050-set04/family/high-heterogeneous/wide/m4.dat	0	0	0	0	0	19.741474654378
n050-set05	family	base	zero	2	instances/data/n050-set05/family/base/zero/m2.dat	0	0	0	0	0	1.000000000000
n050-set05	family	base	zero	3	instances/data/n050-set05/family/base/zero/m3.dat	0	0	0	0	0	1.000000000000
n050-set05	family	base	zero	4	instances/data/n050-set05/family/base/zero/m4.dat	0	0	0	0	0	1.000000000000
n050-set05	family	base	narrow	2	instances/data/n050-set05/family/base/narrow/m2.dat	0	0	0	0	0	1.000000000000
n050-set05	family	base	narrow	3	instances/data/n050-set05/family/base/narrow/m3.dat	0	0	0	0	0	1.000000000000
n050-set05	family	base	narrow	4	instances/data/n050-set05/family/base/narrow/m4.dat	0	0	0	0	0	1.000000000000
n050-set05	family	base	wide	2	instances/data/n050-set05/family/base/wide/m2.dat	0	0	0	0	0	1.000000000000
n050-set05	family	base	wide	3	instances/data/n050-set05/family/base/wide/m3.dat	0	0	0	0	0	1.000000000000
n050-set05	family	base	wide	4	instances/data/n050-set05/family/base/wide/m4.dat	0	0	0	0	0	1.000000000000
n050-set05	family	medium	zero	2	instances/data/n050-set05/family/medium-heterogeneous/zero/m2.dat	0	0	0	0	0	9.341463414634
n050-set05	family	medium	zero	3	instances/data/n050-set05/family/medium-heterogeneous/zero/m3.dat	0	0	0	0	0	9.341463414634
n050-set05	family	medium	zero	4	instances/data/n050-set05/family/medium-heterogeneous/zero/m4.dat	0	0	0	0	0	9.341463414634
n050-set05	family	medium	narrow	2	instances/data/n050-set05/family/medium-heterogeneous/narrow/m2.dat	0	0	0	0	0	9.341463414634
n050-set05	family	medium	narrow	3	instances/data/n050-set05/family/medium-heterogeneous/narrow/m3.dat	0	0	0	0	0	9.341463414634
n050-set05	family	medium	narrow	4	instances/data/n050-set05/family/medium-heterogeneous/narrow/m4.dat	0	0	0	0	0	9.341463414634
n050-set05	family	medium	wide	2	instances/data/n050-set05/family/medium-heterogeneous/wide/m2.dat	0	0	0	0	0	9.341463414634
n050-set05	family	medium	wide	3	instances/data/n050-set05/family/medium-heterogeneous/wide/m3.dat	0	0	0	0	0	9.341463414634
n050-set05	family	medium	wide	4	instances/data/n050-set05/family/medium-heterogeneous/wide/m4.dat	0	0	0	0	0	9.341463414634
n050-set05	family	high	zero	2	instances/data/n050-set05/family/high-heterogeneous/zero/m2.dat	0	0	0	0	0	19.864301552106
n050-set05	family	high	zero	3	instances/data/n050-set05/family/high-heterogeneous/zero/m3.dat	0	0	0	0	0	19.864301552106
n050-set05	family	high	zero	4	instances/data/n050-set05/family/high-heterogeneous/zero/m4.dat	0	0	0	0	0	19.864301552106
n050-set05	family	high	narrow	2	instances/data/n050-set05/family/high-heterogeneous/narrow/m2.dat	0	0	0	0	0	19.864301552106
n050-set05	family	high	narrow	3	instances/data/n050-set05/family/high-heterogeneous/narrow/m3.dat	0	0	0	0	0	19.864301552106
n050-set05	family	high	narrow	4	instances/data/n050-set05/family/high-heterogeneous/narrow/m4.dat	0	0	0	0	0	19.864301552106
n050-set05	family	high	wide	2	instances/data/n050-set05/family/high-heterogeneous/wide/m2.dat	0	0	0	0	0	19.864301552106
n050-set05	family	high	wide	3	instances/data/n050-set05/family/high-heterogeneous/wide/m3.dat	0	0	0	0	0	19.864301552106
n050-set05	family	high	wide	4	instances/data/n050-set05/family/high-heterogeneous/wide/m4.dat	0	0	0	0	0	19.864301552106
n060-set01	family	base	zero	2	instances/data/n060-set01/family/base/zero/m2.dat	0	0	0	0	0	1.000000000000
n060-set01	family	base	zero	3	instances/data/n060-set01/family/base/zero/m3.dat	0	0	0	0	0	1.000000000000
n060-set01	family	base	zero	4	instances/data/n060-set01/family/base/zero/m4.dat	0	0	0	0	0	1.000000000000
n060-set01	family	base	narrow	2	instances/data/n060-set01/family/base/narrow/m2.dat	0	0	0	0	0	1.000000000000
n060-set01	family	base	narrow	3	instances/data/n060-set01/family/base/narrow/m3.dat	0	0	0	0	0	1.000000000000
n060-set01	family	base	narrow	4	instances/data/n060-set01/family/base/narrow/m4.dat	0	0	0	0	0	1.000000000000
n060-set01	family	base	wide	2	instances/data/n060-set01/family/base/wide/m2.dat	0	0	0	0	0	1.000000000000
n060-set01	family	base	wide	3	instances/data/n060-set01/family/base/wide/m3.dat	0	0	0	0	0	1.000000000000
n060-set01	family	base	wide	4	instances/data/n060-set01/family/base/wide/m4.dat	0	0	0	0	0	1.000000000000
n060-set01	family	medium	zero	2	instances/data/n060-set01/family/medium-heterogeneous/zero/m2.dat	0	0	0	0	0	9.362362971985
n060-set01	family	medium	zero	3	instances/data/n060-set01/family/medium-heterogeneous/zero/m3.dat	0	0	0	0	0	9.362362971985
n060-set01	family	medium	zero	4	instances/data/n060-set01/family/medium-heterogeneous/zero/m4.dat	0	0	0	0	0	9.362362971985
n060-set01	family	medium	narrow	2	instances/data/n060-set01/family/medium-heterogeneous/narrow/m2.dat	0	0	0	0	0	9.362362971985
n060-set01	family	medium	narrow	3	instances/data/n060-set01/family/medium-heterogeneous/narrow/m3.dat	0	0	0	0	0	9.362362971985
n060-set01	family	medium	narrow	4	instances/data/n060-set01/family/medium-heterogeneous/narrow/m4.dat	0	0	0	0	0	9.362362971985
n060-set01	family	medium	wide	2	instances/data/n060-set01/family/medium-heterogeneous/wide/m2.dat	0	0	0	0	0	9.362362971985
n060-set01	family	medium	wide	3	instances/data/n060-set01/family/medium-heterogeneous/wide/m3.dat	0	0	0	0	0	9.362362971985
n060-set01	family	medium	wide	4	instances/data/n060-set01/family/medium-heterogeneous/wide/m4.dat	0	0	0	0	0	9.362362971985
n060-set01	family	high	zero	2	instances/data/n060-set01/family/high-heterogeneous/zero/m2.dat	0	0	0	0	0	21.281668696711
n060-set01	family	high	zero	3	instances/data/n060-set01/family/high-heterogeneous/zero/m3.dat	0	0	0	0	0	21.281668696711
n060-set01	family	high	zero	4	instances/data/n060-set01/family/high-heterogeneous/zero/m4.dat	0	0	0	0	0	21.281668696711
n060-set01	family	high	narrow	2	instances/data/n060-set01/family/high-heterogeneous/narrow/m2.dat	0	0	0	0	0	21.281668696711
n060-set01	family	high	narrow	3	instances/data/n060-set01/family/high-heterogeneous/narrow/m3.dat	0	0	0	0	0	21.281668696711
n060-set01	family	high	narrow	4	instances/data/n060-set01/family/high-heterogeneous/narrow/m4.dat	0	0	0	0	0	21.281668696711
n060-set01	family	high	wide	2	instances/data/n060-set01/family/high-heterogeneous/wide/m2.dat	0	0	0	0	0	21.281668696711
n060-set01	family	high	wide	3	instances/data/n060-set01/family/high-heterogeneous/wide/m3.dat	0	0	0	0	0	21.281668696711
n060-set01	family	high	wide	4	instances/data/n060-set01/family/high-heterogeneous/wide/m4.dat	0	0	0	0	0	21.281668696711
n060-set02	family	base	zero	2	instances/data/n060-set02/family/base/zero/m2.dat	0	0	0	0	0	1.000000000000
n060-set02	family	base	zero	3	instances/data/n060-set02/family/base/zero/m3.dat	0	0	0	0	0	1.000000000000
n060-set02	family	base	zero	4	instances/data/n060-set02/family/base/zero/m4.dat	0	0	0	0	0	1.000000000000
n060-set02	family	base	narrow	2	instances/data/n060-set02/family/base/narrow/m2.dat	0	0	0	0	0	1.000000000000
n060-set02	family	base	narrow	3	instances/data/n060-set02/family/base/narrow/m3.dat	0	0	0	0	0	1.000000000000
n060-set02	family	base	narrow	4	instances/data/n060-set02/family/base/narrow/m4.dat	0	0	0	0	0	1.000000000000
n060-set02	family	base	wide	2	instances/data/n060-set02/family/base/wide/m2.dat	0	0	0	0	0	1.000000000000
n060-set02	family	base	wide	3	instances/data/n060-set02/family/base/wide/m3.dat	0	0	0	0	0	1.000000000000
n060-set02	family	base	wide	4	instances/data/n060-set02/family/base/wide/m4.dat	0	0	0	0	0	1.000000000000
n060-set02	family	medium	zero	2	instances/data/n060-set02/family/medium-heterogeneous/zero/m2.dat	0	0	0	0	0	9.412882447665
n060-set02	family	medium	zero	3	instances/data/n060-set02/family/medium-heterogeneous/zero/m3.dat	0	0	0	0	0	9.412882447665
n060-set02	family	medium	zero	4	instances/data/n060-set02/family/medium-heterogeneous/zero/m4.dat	0	0	0	0	0	9.412882447665
n060-set02	family	medium	narrow	2	instances/data/n060-set02/family/medium-heterogeneous/narrow/m2.dat	0	0	0	0	0	9.412882447665
n060-set02	family	medium	narrow	3	instances/data/n060-set02/family/medium-heterogeneous/narrow/m3.dat	0	0	0	0	0	9.412882447665
n060-set02	family	medium	narrow	4	instances/data/n060-set02/family/medium-heterogeneous/narrow/m4.dat	0	0	0	0	0	9.412882447665
n060-set02	family	medium	wide	2	instances/data/n060-set02/family/medium-heterogeneous/wide/m2.dat	0	0	0	0	0	9.412882447665
n060-set02	family	medium	wide	3	instances/data/n060-set02/family/medium-heterogeneous/wide/m3.dat	0	0	0	0	0	9.412882447665
n060-set02	family	medium	wide	4	instances/data/n060-set02/family/medium-heterogeneous/wide/m4.dat	0	0	0	0	0	9.412882447665
n060-set02	family	high	zero	2	instances/data/n060-set02/family/high-heterogeneous/zero/m2.dat	0	0	0	0	0	19.945249597424
n060-set02	family	high	zero	3	instances/data/n060-set02/family/high-heterogeneous/zero/m3.dat	0	0	0	0	0	19.945249597424
n060-set02	family	high	zero	4	instances/data/n060-set02/family/high-heterogeneous/zero/m4.dat	0	0	0	0	0	19.945249597424
n060-set02	family	high	narrow	2	instances/data/n060-set02/family/high-heterogeneous/narrow/m2.dat	0	0	0	0	0	19.945249597424
n060-set02	family	high	narrow	3	instances/data/n060-set02/family/high-heterogeneous/narrow/m3.dat	0	0	0	0	0	19.945249597424
n060-set02	family	high	narrow	4	instances/data/n060-set02/family/high-heterogeneous/narrow/m4.dat	0	0	0	0	0	19.945249597424
n060-set02	family	high	wide	2	instances/data/n060-set02/family/high-heterogeneous/wide/m2.dat	0	0	0	0	0	19.945249597424
n060-set02	family	high	wide	3	instances/data/n060-set02/family/high-heterogeneous/wide/m3.dat	0	0	0	0	0	19.945249597424
n060-set02	family	high	wide	4	instances/data/n060-set02/family/high-heterogeneous/wide/m4.dat	0	0	0	0	0	19.945249597424
n060-set03	family	base	zero	2	instances/data/n060-set03/family/base/zero/m2.dat	0	0	0	0	0	1.000000000000
n060-set03	family	base	zero	3	instances/data/n060-set03/family/base/zero/m3.dat	0	0	0	0	0	1.000000000000
n060-set03	family	base	zero	4	instances/data/n060-set03/family/base/zero/m4.dat	0	0	0	0	0	1.000000000000
n060-set03	family	base	narrow	2	instances/data/n060-set03/family/base/narrow/m2.dat	0	0	0	0	0	1.000000000000
n060-set03	family	base	narrow	3	instances/data/n060-set03/family/base/narrow/m3.dat	0	0	0	0	0	1.000000000000
n060-set03	family	base	narrow	4	instances/data/n060-set03/family/base/narrow/m4.dat	0	0	0	0	0	1.000000000000
n060-set03	family	base	wide	2	instances/data/n060-set03/family/base/wide/m2.dat	0	0	0	0	0	1.000000000000
n060-set03	family	base	wide	3	instances/data/n060-set03/family/base/wide/m3.dat	0	0	0	0	0	1.000000000000
n060-set03	family	base	wide	4	instances/data/n060-set03/family/base/wide/m4.dat	0	0	0	0	0	1.000000000000
n060-set03	family	medium	zero	2	instances/data/n060-set03/family/medium-heterogeneous/zero/m2.dat	0	0	0	0	0	10.087435233161
n060-set03	family	medium	zero	3	instances/data/n060-set03/family/medium-heterogeneous/zero/m3.dat	0	0	0	0	0	10.087435233161
n060-set03	family	medium	zero	4	instances/data/n060-set03/family/medium-heterogeneous/zero/m4.dat	0	0	0	0	0	10.087435233161
n060-set03	family	medium	narrow	2	instances/data/n060-set03/family/medium-heterogeneous/narrow/m2.dat	0	0	0	0	0	10.087435233161
n060-set03	family	medium	narrow	3	instances/data/n060-set03/family/medium-heterogeneous/narrow/m3.dat	0	0	0	0	0	10.087435233161
n060-set03	family	medium	narrow	4	instances/data/n060-set03/family/medium-heterogeneous/narrow/m4.dat	0	0	0	0	0	10.087435233161
n060-set03	family	medium	wide	2	instances/data/n060-set03/family/medium-heterogeneous/wide/m2.dat	0	0	0	0	0	10.087435233161
n060-set03	family	medium	wide	3	instances/data/n060-set03/family/medium-heterogeneous/wide/m3.dat	0	0	0	0	0	10.087435233161
n060-set03	family	medium	wide	4	instances/data/n060-set03/family/medium-heterogeneous/wide/m4.dat	0	0	0	0	0	10.087435233161
n060-set03	family	high	zero	2	instances/data/n060-set03/family/high-heterogeneous/zero/m2.dat	0	0	0	0	0	19.664507772021
n060-set03	family	high	zero	3	instances/data/n060-set03/family/high-heterogeneous/zero/m3.dat	0	0	0	0	0	19.664507772021
n060-set03	family	high	zero	4	instances/data/n060-set03/family/high-heterogeneous/zero/m4.dat	0	0	0	0	0	19.664507772021
n060-set03	family	high	narrow	2	instances/data/n060-set03/family/high-heterogeneous/narrow/m2.dat	0	0	0	0	0	19.664507772021
n060-set03	family	high	narrow	3	instances/data/n060-set03/family/high-heterogeneous/narrow/m3.dat	0	0	0	0	0	19.664507772021
n060-set03	family	high	narrow	4	instances/data/n060-set03/family/high-heterogeneous/narrow/m4.dat	0	0	0	0	0	19.664507772021
n060-set03	family	high	wide	2	instances/data/n060-set03/family/high-heterogeneous/wide/m2.dat	0	0	0	0	0	19.664507772021
n060-set03	family	high	wide	3	instances/data/n060-set03/family/high-heterogeneous/wide/m3.dat	0	0	0	0	0	19.664507772021
n060-set03	family	high	wide	4	instances/data/n060-set03/family/high-heterogeneous/wide/m4.dat	0	0	0	0	0	19.664507772021
n060-set04	family	base	zero	2	instances/data/n060-set04/family/base/zero/m2.dat	0	0	0	0	0	1.000000000000
n060-set04	family	base	zero	3	instances/data/n060-set04/family/base/zero/m3.dat	0	0	0	0	0	1.000000000000
n060-set04	family	base	zero	4	instances/data/n060-set04/family/base/zero/m4.dat	0	0	0	0	0	1.000000000000
n060-set04	family	base	narrow	2	instances/data/n060-set04/family/base/narrow/m2.dat	0	0	0	0	0	1.000000000000
n060-set04	family	base	narrow	3	instances/data/n060-set04/family/base/narrow/m3.dat	0	0	0	0	0	1.000000000000
n060-set04	family	base	narrow	4	instances/data/n060-set04/family/base/narrow/m4.dat	0	0	0	0	0	1.000000000000
n060-set04	family	base	wide	2	instances/data/n060-set04/family/base/wide/m2.dat	0	0	0	0	0	1.000000000000
n060-set04	family	base	wide	3	instances/data/n060-set04/family/base/wide/m3.dat	0	0	0	0	0	1.000000000000
